screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment
Jessicaemerrill,"$PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA last year and the company signed a patent settlement agreement with $ROG that paves the way for a launch, though the timeline has not been disclosed.",Twitter Web Client,5,biosimilar,,Herceptin,Cancer,pfe received crl from fda for biosimilar of herceptin but reminder that myl ogivri was approved by fda last year and the company signed patent settlement agreement with rog that paves the way for launch though the timeline has not been disclosed,neutral
DonnaYoungDC,"RT @JohnCendpts: Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine
$PFE
@BrittanyMeiling
https:/â€¦",Twitter Web Client,1,,JohnCendpts BrittanyMeiling,Herceptin,Cancer,pfizer hits stumbling block on herceptin rival but wins breakthrough status on menb vaccine pfe https,neutral
JohnCendpts,"Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine
$PFE
@BrittanyMeiling
https://t.co/K51aekgf8I",TweetDeck,1,,BrittanyMeiling,Herceptin,Cancer,pfizer hits stumbling block on herceptin rival but wins breakthrough status on menb vaccine pfe,neutral
ESchattner,"@UppityCancerP I don't yet know what is the reason. Yes, biosimilar ""Herceptin"" would be less expensive (still not cheap). More than that: I'd be interested in seeing the comparative efficacy data. @FDAOncology",TweetDeck,0,,UppityCancerP FDAOncology,Herceptin,Cancer,don yet know what is the reason yes biosimilar herceptin would be less expensive still not cheap more than that be interested in seeing the comparative efficacy data,neutral
FxfollowerCA,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Mobile Web (M2),7,,MarketsTicker,Herceptin,Cancer,pfizer says fda failed to approve herceptin biosimilar,neutral
medicalwebtimes,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, and sought additional technâ€¦ https://t.co/CMFeMozlhr",IFTTT,0,,,Herceptin,Cancer,fda declines to approve pfizer biosimilar of roche cancer drug reuters pfizer inc said on monday regulators declined to approve the company biosimilar of roche blockbuster treatment for breast cancer herceptin and sought additional techn,neutral
fezziwig2008,@Wattwurm73 Good pickup but the competition is still pressing $RHBBY to bring Herceptin SC to US shores - as is patent expiration https://t.co/mE78IaIgOl,Twitter for iPhone,0,,Wattwurm73,Herceptin,Cancer,good pickup but the competition is still pressing rhbby to bring herceptin sc to us shores as is patent expiration,neutral
2premshakya,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug https://t.co/d1IJ56Z2Qu | Reuters: Health News::: (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, aâ€¦",IFTTT,0,,,Herceptin,Cancer,fda declines to approve pfizer biosimilar of roche cancer drug reuters health news reuters pfizer inc said on monday regulators declined to approve the company biosimilar of roche blockbuster treatment for breast cancer herceptin,neutral
lammertdoddema,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/4JRaRBYYcD #Tips2Trade #T2T,Google,0,Tips2Trade T2T,,Herceptin,Cancer,pfizer says fda failed to approve herceptin biosimilar tips trade,neutral
Stocks_Biotech,Pfizer says FDA failed to approve Herceptin biosimilar.. https://t.co/kyDTwz78xE https://t.co/y5Qo4YN3zq #Biotech #stocks,BiotechTweets,0,Biotech stocks,,Herceptin,Cancer,pfizer says fda failed to approve herceptin biosimilar biotech stocks,neutral
eHealthyDaily,"FDA declines to approve Pfizer's biosimilar to Roche's cancer drug (Reuters) - Pfizer Inc said on Monday the U.S. Food and Drug Administration (FDA) declined to approve the company's biosimilar to Roche's breast cancer drug, Herceptin, and sought additioâ€¦ https://t.co/pZH7S8JTrz",IFTTT,0,,,Herceptin,Cancer,fda declines to approve pfizer biosimilar to roche cancer drug reuters pfizer inc said on monday the food and drug administration fda declined to approve the company biosimilar to roche breast cancer drug herceptin and sought additio,neutral
DonnaYoungDC,#FDA rejects $PFE's trastuzumab biosimilar [ $RHHBY @genentech #Herceptin] https://t.co/MaQtc6rH1D #biosimilars #pharma #biotech,Twitter Web Client,0,FDA Herceptin biosimilars pharma biotech,genentech,Herceptin,Cancer,fda rejects pfe trastuzumab biosimilar rhhby herceptin biosimilars pharma biotech,neutral
Wattwurm73,"@popastock It is a delay, but considering others like Merck/Samsung (approved), Biocon/Mylan (launch 2019), Celltrion/Teva (issues as well), Amgen/Allergan, Biocad (still in Phase 3) are also involved in the Herceptin biosimilar, this is just a small impa",Twitter Web Client,0,,popastock,Herceptin,Cancer,it is delay but considering others like merck samsung approved biocon mylan launch celltrion teva issues as well amgen allergan biocad still in phase are also involved in the herceptin biosimilar this is just small impa,neutral
FinanzLinksUS,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/ZWL3w8GShH MARKETWATCH,dlvr.it,0,,,Herceptin,Cancer,pfizer says fda failed to approve herceptin biosimilar marketwatch,neutral
Wattwurm73,"$HALO CRL for Pfizer's Herceptin biosimilar
https://t.co/FTRduZRVbf",Twitter Web Client,0,,,Herceptin,Cancer,halo crl for pfizer herceptin biosimilar,neutral
Sport234a,"Looks like the vast majority of bios data this morning is in the category of - good to know, so what's next...  - $PFE just got a CRL for the herceptin biosim on technical matter.. whatever that means..",Twitter Web Client,0,,,Herceptin,Cancer,looks like the vast majority of bios data this morning is in the category of good to know so what next pfe just got crl for the herceptin biosim on technical matter whatever that means,neutral
ajumathew_,"@VinayPrasadMD @GlopesMd @NicoleKuderer @JAMAOnc Speaking from my experience practicing breast and GI cancer medicine, less than 5% of my patients have some form of genome-driven therapy available (including investigational). Excl use of herceptin in brea",Twitter for iPhone,0,,VinayPrasadMD GlopesMd NicoleKuderer JAMAOnc,Herceptin,Cancer,speaking from my experience practicing breast and gi cancer medicine less than of my patients have some form of genome driven therapy available including investigational excl use of herceptin in brea,neutral
BornTooSoonKH,"RT @tamba_twins_mb: This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think allâ€¦",Twitter for iPhone,2,,tamba_twins_mb,Herceptin,Cancer,this mum is amazing battling cancer and raising triplets talk about super mum we think all,neutral
tamba_twins_mb,"This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think all Multiples Parents are awesome. And if your super power is raising 3 or more, swot up on triplet and quad life with our factsheet: https://t.co/NOeEuiOfC5",Hootsuite,2,,,Herceptin,Cancer,this mum is amazing battling cancer and raising triplets talk about super mum we think all multiples parents are awesome and if your super power is raising or more swot up on triplet and quad life with our factsheet,neutral
McCabeC_IHE,@DeanRegier interesting area more broadly. There are a few reduced dose trials - eg Persephone Study in Herceptin.,Twitter for iPhone,0,,DeanRegier,Herceptin,Cancer,interesting area more broadly there are few reduced dose trials eg persephone study in herceptin,neutral
AnnemarieVtW,"RT @biosimilars101: For #patients with Endometrial cancer, #biosimilar Trastuzumab, referencing Herceptin, along with chemotherapy helped iâ€¦",Twitter for iPhone,1,patients biosimilar,biosimilars101,Herceptin,Cancer,for patients with endometrial cancer biosimilar trastuzumab referencing herceptin along with chemotherapy helped,neutral
biosimilars101,"For #patients with Endometrial cancer, #biosimilar Trastuzumab, referencing Herceptin, along with chemotherapy helped increase progression-free survival https://t.co/sg3uVwlRtv",Hootsuite,1,patients biosimilar,,Herceptin,Cancer,for patients with endometrial cancer biosimilar trastuzumab referencing herceptin along with chemotherapy helped increase progression free survival,neutral
Jo_joblogs,11 months ago I was about to find out I had breast cancer. For the first time in almost a year I have 20 hospital free days ahead of me! #cancer #gettingthere #breastcancer #lifewithcancer #herceptin,Twitter for iPhone,0,cancer gettingthere breastcancer lifewithcancer herceptin,,Herceptin,Cancer,months ago was about to find out had breast cancer for the first time in almost year have hospital free days ahead of me cancer gettingthere breastcancer lifewithcancer herceptin,neutral
crowther_andrew,"@Iansmith2468 @Rod_Studd @MarkWilsonRadio my sister died of cancer, my wife had cancer chemo herceptin and has osteoporosis due to all the steroids! my dad has alzheimers and vascular dementia and cant move his arms or legs and unable to feed himself, he ",Twitter for Android,0,,Iansmith2468 Rod_Studd MarkWilsonRadio,Herceptin,Cancer,my sister died of cancer my wife had cancer chemo herceptin and has osteoporosis due to all the steroids my dad has alzheimers and vascular dementia and cant move his arms or legs and unable to feed himself he,neutral
fey_photeine,"@Jess81796 @Cancer_Quotes The Onc. told me that I have 10 years with a new treatment called Herceptin used as a ""silver bullet"" where otherwise women with my type of breastcancer would have died within 2 years of diagnosis I'm still here. What doesn't kil",Twitter Lite,0,,Jess81796 Cancer_Quotes,Herceptin,Cancer,the onc told me that have years with new treatment called herceptin used as silver bullet where otherwise women with my type of breastcancer would have died within years of diagnosis still here what doesn kil,neutral
tomheston,11 years' follow-up of trastuzumab after adjuvant chemotherapy in HER2-positive early breast cancer: final analysis of the HERceptin Adjuvant (HERA) trial. https://t.co/PH0IWhSj5l,dlvr.it,0,,,Herceptin,Cancer,years follow up of trastuzumab after adjuvant chemotherapy in her positive early breast cancer final analysis of the herceptin adjuvant hera trial,neutral
sarojniraula,@VincentRK @VinayPrasadMD @DHymanMD Ditto! (a) advent of herceptin and glevec are not results of WGS so should not be used as examples to defend WGS (2) Rigorous RCTs testing WGS is the only way if we want to invent more herceptins and glevecs through WGS,Twitter Web Client,0,,VincentRK VinayPrasadMD DHymanMD,Herceptin,Cancer,ditto advent of herceptin and glevec are not results of wgs so should not be used as examples to defend wgs rigorous rcts testing wgs is the only way if we want to invent more herceptins and glevecs through wgs,neutral
abcdiagnosis,"RT @Sarajbonnell: @bccww @JustTreatmentUK Totally.  I'm still alive today because of of the campaign a few years ago to make Herceptin, whiâ€¦",Twitter for iPad,2,,Sarajbonnell bccww JustTreatmentUK,Herceptin,Cancer,totally still alive today because of of the campaign few years ago to make herceptin whi,neutral
Sarajbonnell,"@bccww @JustTreatmentUK Totally.  I'm still alive today because of of the campaign a few years ago to make Herceptin, which is expensive, available for primary BC #bccww",Twitter Web Client,2,bccww,bccww JustTreatmentUK,Herceptin,Cancer,totally still alive today because of of the campaign few years ago to make herceptin which is expensive available for primary bc bccww,neutral
Cinzia_Greco_,"@lucyclio @AmazzoneFuriosa @ctimmermann What an interesting discussion! And yes, we should definitively have a chat about Herceptin and breast cancer therapies!",Twitter Web Client,0,,lucyclio AmazzoneFuriosa ctimmermann,Herceptin,Cancer,what an interesting discussion and yes we should definitively have chat about herceptin and breast cancer therapies,neutral
lucyclio,@AmazzoneFuriosa @ctimmermann @Cinzia_Greco_ Yes please!  Herceptin chat please!  (but not today),TweetDeck,0,,AmazzoneFuriosa ctimmermann Cinzia_Greco_,Herceptin,Cancer,yes please herceptin chat please but not today,neutral
AmazzoneFuriosa,@ctimmermann @Cinzia_Greco_ @lucyclio If we survive this phase we'll have a clearer picture of both the company and the activist side of the Herceptin issue. Stay strong!,Twitter for Android,0,,ctimmermann Cinzia_Greco_ lucyclio,Herceptin,Cancer,if we survive this phase we ll have clearer picture of both the company and the activist side of the herceptin issue stay strong,neutral
AmazzoneFuriosa,@ctimmermann @Cinzia_Greco_ @lucyclio We should talk about Herceptin at some point,Twitter for Android,0,,ctimmermann Cinzia_Greco_ lucyclio,Herceptin,Cancer,we should talk about herceptin at some point,neutral
mommacramhole,RT @bonniehfox: So six monthly scan results today show I'm still stable on Herceptin &amp; Perjeta after 2 years and 8 mths and 44 cycles <f0><U+009F><U+008E><U+0089><f0><U+009F><U+008E><U+0089><f0><U+009F><U+008E><U+0089> #â€¦,Twitter for iPhone,7,,bonniehfox,Herceptin,Cancer,so six monthly scan results today show still stable on herceptin amp perjeta after years and mths and cycles,neutral
beatriceaucoin,"Me going for my annual echocardiogram, aka checkup to make sure herceptin didn't destroy my heart, like... #breastcancer #chemo #oncology https://t.co/S8OoMq4mYO",Twitter Lite,0,breastcancer chemo oncology,,Herceptin,Cancer,me going for my annual echocardiogram aka checkup to make sure herceptin didn destroy my heart like breastcancer chemo oncology,neutral
john_evans3,@MaverickNY Great.  Reminiscent of Herceptin adjuvant.,Twitter for iPhone,0,,MaverickNY,Herceptin,Cancer,great reminiscent of herceptin adjuvant,neutral
maverick4pa,"INTERESTING--Dry+Wet AMD-Age Related Macular Degeneration
Wet AMD-Treated c Monthly Injections of 1of 3 drugs. 2MABS
AVASTIN-BeviacizurMAB--LUCENTIS-RanibizuMAB or Filbercept. 
No Cure, no known Cause. 
Are you treating it Autoimmune? Ruleout FUNGUS also c GLAUCOMA https://t.co/rRk0HMrKdT",Twitter Web Client,0,,,Avastin,Cancer,interesting dry wet amd age related macular degeneration wet amd treated monthly injections of of drugs mabs avastin beviacizurmab lucentis ranibizumab or filbercept no cure no known cause are you treating it autoimmune ruleout fungus also glaucoma,neutral
ekimasawagaru,â€œ A occupation â€¦ [with] scarce characteristics â€¦â€? [1] is how AG Saugmandsgaard described this pillowcase. It link to the compromise of the European Fair Sanction (the AGCM) that definite demeanor poignant the cancelled-marker exercise of Avastin in contest with Luc ...,Jackie Jones,0,,,Avastin,Cancer,occupation with scarce characteristics is how ag saugmandsgaard described this pillowcase it link to the compromise of the european fair sanction the agcm that definite demeanor poignant the cancelled marker exercise of avastin in contest with luc,neutral
minnalrahul,"RT @KnowFakes: ""#Canada Drugs has made at least $78 million through #illegal imports, including two that were counterfeit versions of the #â€¦",Twitter for Android,1,Canada illegal,KnowFakes,Avastin,Cancer,canada drugs has made at least million through illegal imports including two that were counterfeit versions of the,neutral
jbmp51,@amitabhchandra2 Isn't this the Crux of the Lucentis/avastin dilemma/problem/ top off?,Twitter for Android,0,,amitabhchandra2,Avastin,Cancer,isn this the crux of the lucentis avastin dilemma problem top off,neutral
SuzzCarol,"@Healthline @Cheymarie_fit Hi Cheyann I have been following you on youtube, and wanted to know about avastin. I was diagnosed wth ovarian CA in 2016 and had taxil and carbo, I was in remission and 6 months later my Ca returned. They put me on Carbo, which",Twitter Web Client,0,,Healthline Cheymarie_fit,Avastin,Cancer,hi cheyann have been following you on youtube and wanted to know about avastin was diagnosed wth ovarian ca in and had taxil and carbo was in remission and months later my ca returned they put me on carbo which,neutral
DrMikeKoriwchak,@genentech My patients need Avastin and no one at your company can assist me. Please help!,Twitter for iPhone,0,,genentech,Avastin,Cancer,my patients need avastin and no one at your company can assist me please help,neutral
AntibodyNews,RT @AntibodyNews: Frequency of Bevacizumab and Ranibizumab Injections for Diabetic Macular Edema in Medicare Beneficiaries.: To describe thâ€¦,dlvr.it,1,,AntibodyNews,Avastin,Cancer,frequency of bevacizumab and ranibizumab injections for diabetic macular edema in medicare beneficiaries to describe th,neutral
shaghayeghharbi,"&amp; seriously - if they have a pipeline, we have biomarkers [targets] - beyond VEGF! -  [pure tumor spheres &amp; pure tumor spheres + Avastin/Bevacizumab]... and are happy to use our powers for good... https://t.co/y0RG4MUzhm",Twitter Web Client,0,,,Avastin,Cancer,amp seriously if they have pipeline we have biomarkers targets beyond vegf pure tumor spheres amp pure tumor spheres avastin bevacizumab and are happy to use our powers for good,neutral
jlafky1,RT @ca_chung: Brain radionecrosis can be devastating. Support A221208 - Randomized trial investigating  bevacizumab (Avastin) for symptom iâ€¦,Twitter for iPhone,6,,ca_chung,Avastin,Cancer,brain radionecrosis can be devastating support randomized trial investigating bevacizumab avastin for symptom,neutral
Vlabsllc,"@LisaMei62 VB-111, is a targeted anti-cancer biologic agent that is positioned to potentially treat a wide range of solid tumors indications.
  VB-111 in combination with bevacizumab (also known as Avastin) in  patients with recurrent glioblastoma. ( W",Twitter Web Client,0,,LisaMei62,Avastin,Cancer,vb is targeted anti cancer biologic agent that is positioned to potentially treat wide range of solid tumors indications vb in combination with bevacizumab also known as avastin in patients with recurrent glioblastoma who,neutral
EnjoyTheShQw,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Twitter for Android,7,,deplorableson LisaMei62,Avastin,Cancer,vb not is new experimental drug to treat glioblastoma just got to phase trials last month,neutral
AntibodyNews,Frequency of Bevacizumab and Ranibizumab Injections for Diabetic Macular Edema in Medicare Beneficiaries.: To describe the frequency and variation of intravitreal bevacizumab Avastin; Genentech South San Francisco CA and ranibizumab Lucentis; Genentechâ€¦ https://t.co/GSdf0yBqVg,dlvr.it,1,,,Avastin,Cancer,frequency of bevacizumab and ranibizumab injections for diabetic macular edema in medicare beneficiaries to describe the frequency and variation of intravitreal bevacizumab avastin genentech south san francisco ca and ranibizumab lucentis genentech,neutral
DanielleW96,"@Sweet_C13 Thank you, I hope you are doing ok. My Mom did chemo &amp; now Avastin. I'm not really sure what the status is her CA125 count is still higher after surgery &amp; chemo",Twitter for Android,0,,Sweet_C13,Avastin,Cancer,thank you hope you are doing ok my mom did chemo amp now avastin not really sure what the status is her ca count is still higher after surgery amp chemo,neutral
lafmtiffkita,"@DestroyIllusion Can you tell me what you think about this article and the 111-VB Qpost?
https://t.co/2q7FDlcJCf",Twitter Lite,0,,DestroyIllusion,Avastin,Cancer,can you tell me what you think about this article and the vb qpost,neutral
jmcefalas,@gourmetpenguin I'm shocked by state of friend just starting Avastin. The treatment will kill her if the cancer doesnt<f0><U+009F><U+0098><U+00AA>,Twitter for iPhone,0,,gourmetpenguin,Avastin,Cancer,shocked by state of friend just starting avastin the treatment will kill her if the cancer doesnt aa,negative
deplorableson,"@LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month. Guess who has glioblastoma? No name aka John McCain. I wonder if it could be related?

https://t.co/TooGxsUDly

https://t.",Twitter Web Client,7,,LisaMei62,Avastin,Cancer,vb not is new experimental drug to treat glioblastoma just got to phase trials last month guess who has glioblastoma no name aka john mccain wonder if it could be related,neutral
KarenTu65199771,"@Jennythir @24hrswithcancer That's it, we must do the research. I understand we should play a part and we ask that we are involeved in decision making but we had to ask about SIRT and Avastin. I saw Ian Pedley think he does clinic at Freeman as well as Su",Twitter for Android,0,,Jennythir 24hrswithcancer,Avastin,Cancer,hrswithcancer that it we must do the research understand we should play part and we ask that we are involeved in decision making but we had to ask about sirt and avastin saw ian pedley think he does clinic at freeman as well as su,neutral
AnandRotte,"#AACR18 @genentech highlights the best responding subgroups: EGFR/ALKc+, EGFR exon19 L858R del &amp; with liver Mets (HR 0.59, 0.42 &amp; 0.40 respectively) IMpower150 trial #Tecentriq #Atezo +#Avastin + chemo #combo #lungcancer. Details via @JohnCendpts @endpts https://t.co/80yKa9usDc",Twitter for Android,0,AACR18 Tecentriq Atezo Avastin combo lungcancer,genentech JohnCendpts endpts,Avastin,Cancer,aacr highlights the best responding subgroups egfr alkc egfr exon del amp with liver mets hr amp respectively impower trial tecentriq atezo avastin chemo combo lungcancer details via,neutral
RaxyGoesSqueak,"Well I had my eye checked again, no change. Avastin injection next friday, can stop the diamox in three days (FINALLY).",Twitter Web Client,0,,,Avastin,Cancer,well had my eye checked again no change avastin injection next friday can stop the diamox in three days finally,neutral
PredatorDiaries,@BiotechRadar @JacobPlieth Doesn't Avastin show an inverse dose response in an indication (is it breast cancer)? But for non-biologics (or very small biologics) I agree with @BiotechRadar that no dose response (in efficacy or safety - a la $BIIB &amp; adu,Twitter Web Client,0,,BiotechRadar JacobPlieth BiotechRadar,Avastin,Cancer,doesn avastin show an inverse dose response in an indication is it breast cancer but for non biologics or very small biologics agree with that no dose response in efficacy or safety la biib amp adu,neutral
UtpalGawade,You cannot give me blunt answer saying Avastin cannot be claimed as per processing doctor not payable in policy term . No where it is written,Twitter for iPhone,0,,,Avastin,Cancer,you cannot give me blunt answer saying avastin cannot be claimed as per processing doctor not payable in policy term no where it is written,neutral
Alfdoc2,@W_Park_MD Or IO avastin at progression?,Twitter for iPhone,0,,W_Park_MD,Avastin,Cancer,or io avastin at progression,neutral
Theophite,"to explain: diverticulitis is a common side effect of Avastin, an angiogenesis inhibitor frequently used for brain cancer despite having no demonstrated survival benefit in glioblastoma. 

(this is unsurprising, as glioblastoma is incredibly bad at recruiting new blood vessels.)",Twitter Web Client,0,,,Avastin,Cancer,to explain diverticulitis is common side effect of avastin an angiogenesis inhibitor frequently used for brain cancer despite having no demonstrated survival benefit in glioblastoma this is unsurprising as glioblastoma is incredibly bad at recruiting new blood vessels,neutral
Theophite,"this strongly implies that resection + radiation didn't work out great, and that he's probably now on Avastin + Temodar. 

really bad news for his prognosis. https://t.co/9KCmknAiiI",Twitter Web Client,0,,,Avastin,Cancer,this strongly implies that resection radiation didn work out great and that he probably now on avastin temodar really bad news for his prognosis,neutral
kerriYWG,"Kevin McNamara, former Deputy Minister of Health (Nova Scotia)up next. Discussing Avastin/Leucentis conflict and role of patient groups in drug approvals, and the [potential but prevalent] problem of industry (pharma) influence on #patientgroups. #CADTHpatients #CADTHsymp",TweetDeck,0,patientgroups CADTHpatients CADTHsymp,,Avastin,Cancer,kevin mcnamara former deputy minister of health nova scotia up next discussing avastin leucentis conflict and role of patient groups in drug approvals and the potential but prevalent problem of industry pharma influence on patientgroups cadthpatients cadthsymp,neutral
matthewherper,Roche data now. Mostly new PFS. Cool thing: showing Avastin/PDL1/chemo may work in EGFR and ALK.,Twitter for iPhone,0,,,Avastin,Cancer,roche data now mostly new pfs cool thing showing avastin pdl chemo may work in egfr and alk,neutral
BioPharmInsight,How does $ROG intend to leverage #Avastin and #Tecentriq further in the #NSCLC space? Discover its latest trial plans: https://t.co/gjXkP6VCwb,Twitter Web Client,0,Avastin Tecentriq NSCLC,,Avastin,Cancer,how does rog intend to leverage avastin and tecentriq further in the nsclc space discover its latest trial plans,neutral
ca_chung,Brain radionecrosis can be devastating. Support A221208 - Randomized trial investigating  bevacizumab (Avastin) for symptom improvement in patients with brain radionecrosis. @ALLIANCE_org @NRGonc The University of Texas M.D.  Anderson Cancer Center https://t.co/DqwHHb4nNU,LinkedIn,6,,ALLIANCE_org NRGonc,Avastin,Cancer,brain radionecrosis can be devastating support randomized trial investigating bevacizumab avastin for symptom improvement in patients with brain radionecrosis the university of texas anderson cancer center,neutral
AndytweetM,@MaverickNY He's doing a very interesting trial of avastin + atezo + aspirin,Twitter for iPad,0,,MaverickNY,Avastin,Cancer,he doing very interesting trial of avastin atezo aspirin,neutral
SickAnimalBot,This sloth needs Avastin!,"Cheap Bots, Done Quick!",0,,,Avastin,Cancer,this sloth needs avastin,neutral
officialrx2go,#Losartan is an #oral #prescription tablet. It is used to #treat #high #blood pressure. It can lower your risk of stroke if you have heart disease. It can help your kidney work well if you have diabetes. https://t.co/yufEC3p9mk,Facebook,0,Losartan oral prescription treat high blood,,Losartan,High_Bp,losartan is an oral prescription tablet it is used to treat high blood pressure it can lower your risk of stroke if you have heart disease it can help your kidney work well if you have diabetes,neutral
PlumbsVetDrugs,Losartan: An aggressively-vigilent chaperone on the platelet's high school trip to Quebec. #PlumbsBrief https://t.co/DlFhmEpk5T,Twitter Ads Composer,0,PlumbsBrief,,Losartan,High_Bp,losartan an aggressively vigilent chaperone on the platelet high school trip to quebec plumbsbrief,neutral
DLCarriger,"#RT @SafeMedicines: Losartan, the generic version of Cozaar, was the 10th more frequently prescribed drug in the U.S. in Q1 of 2016 and costs less than half as much in the U.S. as it does in Canadaâ€¦ https://t.co/gG4ihN0z1N",IFTTT,0,RT,SafeMedicines,Losartan,High_Bp,losartan the generic version of cozaar was the th more frequently prescribed drug in the in of and costs less than half as much in the as it does in canada,neutral
sinowaychem,"#Sinoway #Losartan is an angiotensin II receptor antagonist drug which is useful for the treatment of treat highÂ blood pressure (hypertension).
https://t.co/VyNYvsvdzV",Twitter Web Client,0,Sinoway Losartan,,Losartan,High_Bp,sinoway losartan is an angiotensin ii receptor antagonist drug which is useful for the treatment of treat high blood pressure hypertension,neutral
gurukataaksh1,"@rvaidya2000 @sumanthraman Vaida ji, Looks like in your next tweet you are going to tell the doctor to take some losartan 100mg if the symptons don't disappear!! :-)",Twitter Web Client,0,,rvaidya2000 sumanthraman,Losartan,High_Bp,vaida ji looks like in your next tweet you are going to tell the doctor to take some losartan mg if the symptons don disappear,neutral
TheTrillionMan,BEEN GETTING 300+% MAGNESIUM AND BACK TO ONE BP AND NOW 1/2 50MG LOSARTAN AND BP IS OK THIS LATE. WHEN I BEAT IT LAST TIME IT WAS 300MAG.200CAL.100K,Facebook,0,,,Losartan,High_Bp,been getting magnesium and back to one bp and now mg losartan and bp is ok this late when beat it last time it was mag cal,neutral
JonJusth,"@jwheels74 Is this yours Jim?   Dude, Losartan or Lisinopril",Twitter Web Client,0,,jwheels74,Losartan,High_Bp,is this yours jim dude losartan or lisinopril,neutral
medschat,"Dilantin, Losartan And Metoprolol https://t.co/aJ0Dxn74GE",MedsChat.com,0,,,Losartan,High_Bp,dilantin losartan and metoprolol,neutral
akosipv,"8pm-5am at the office: data mining, reviewing, escalations, shadowing, observing, triad coaching, coaching feedback, OM 1:1

Daming nangyari! Thanks, Losartan! <f0><U+009F><U+0098><U+0085>",Twitter for iPhone,0,,,Losartan,High_Bp,pm am at the office data mining reviewing escalations shadowing observing triad coaching coaching feedback om daming nangyari thanks losartan,neutral
AlexMompoint,"Agree with Dr. Doan's answer to ""Which is most effective in BP lowering? Losartan 50 (once daily) or Candersartan 16 (once daily), for a ...",HealthTap .com,0,,,Losartan,High_Bp,agree with dr doan answer to which is most effective in bp lowering losartan once daily or candersartan once daily for,positive
Pharma_Data,#Pharmaceuticals losartan : Cozaar : https://t.co/aCmzBBttHs #mrx #CIO #MarketShare,PharmaData,0,Pharmaceuticals mrx CIO MarketShare,,Losartan,High_Bp,pharmaceuticals losartan cozaar mrx cio marketshare,neutral
colnrkurup,@MwoShinde Will ECHS or Medical fraternity or the Companies themselves vouch that potency of same medicine of same quantity manufactured by different  companies are same ? Eg Potency of 50 mg Losartan of Alembic is same potency of 50mg Losartan of all oth,Twitter Web Client,0,,MwoShinde,Losartan,High_Bp,will echs or medical fraternity or the companies themselves vouch that potency of same medicine of same quantity manufactured by different companies are same eg potency of mg losartan of alembic is same potency of mg losartan of all oth,neutral
hypoxiapapers,Losartan does not decrease renal oxygenation and norepinephrine effects in rats after resuscitated haemorrhage. https://t.co/SQ3d10hD3C,dlvr.it,0,,,Losartan,High_Bp,losartan does not decrease renal oxygenation and norepinephrine effects in rats after resuscitated haemorrhage,neutral
kumtac,RT @Marfan_Forum: New findings about why losartan is effective in treating Marfan syndrome may reshape our thinking about patient managemenâ€¦,Twitter for iPhone,4,,Marfan_Forum,Losartan,High_Bp,new findings about why losartan is effective in treating marfan syndrome may reshape our thinking about patient managemen,neutral
essammai14,RT @medschat: Losartan And Lisinipril Together https://t.co/T9Af7re4Yd,Twitter for Windows Phone,1,,medschat,Losartan,High_Bp,losartan and lisinipril together,neutral
T2DRemission,"#breakfast: raspberries, homemade Greek yogurt (best batch ever!), ginger; coffee,half and half; naproxen, losartan, HCTZ, Omega-3; aspirin; vitamins B3, B12, D, E; calcium, magnesium, zinc https://t.co/oKFstXGjqu",Twitter for iPad,0,breakfast,,Losartan,High_Bp,breakfast raspberries homemade greek yogurt best batch ever ginger coffee half and half naproxen losartan hctz omega aspirin vitamins calcium magnesium zinc,neutral
Jetlax,"But to clarify, if it's something like losartan or metformin there really isn't a valid reason to not substitute if subbed brand is FDA registered. Even if the reason is valid, as per the Generics Act it should be generic name first then brand in parenthesis, both clearly written",Twitter for Android,0,,,Losartan,High_Bp,but to clarify if it something like losartan or metformin there really isn valid reason to not substitute if subbed brand is fda registered even if the reason is valid as per the generics act it should be generic name first then brand in parenthesis both clearly written,neutral
